ID 	Annotation	Text
1250477714697523201	0	Minulla se yksinäinen vanha isä-pappa kotona Uudenmaan rajan tuolla puolen noin tunnin ajomatkan takana. Isä soitti ja kysyi pääsetkö nyt ovelta kurkkaamaan. Itketti ja aattelin ehkä voin nyt käydä enhän ole yöksi jäämässä enkä missään poikkeamassa.
1246006184412413952	0	Tällä hetkellä tuntuu hämmentävältä ajatella, että joskus vielä tulee päivä, jolloin saatan jälleen käyttää korkokenkiä, mekkoja tai farkkuja. Nyt kun palavereja varten yläosa on sellanen siistin asiallinen, mutta jalassa aina joko verkkarit tai leggingsit. #etätyö #StayHome
1247198995056939009	1	@PerttuPaloheimo Minulla valuu nenä, on lämpöä, yskää ja kurkkukipuilua mutta kaikki nämä liittyy pölykauteen ja siitepölyallergiaan. Kiva olla jossain kaupassa kun nenä kutiaa ja itse on räkäinen ja köhäinen heti kun astuu ulos, vaikka syö lääkettä.
1249038692200611841	0	@marttatervonen Eilen tehtyä Melanzane alla Parmigianaa päivän pääateriaksi (ja jäi pieni annos iltapalalle), appivanhemmille suoritettu kauppareissu ja sitten lojumista kotona. Voisi olla pahemminkin.
1250403888609574919	0	@teliafinland En saa yhteyttä naapurin vanhaan pariskuntaan. Heidän Elisan numero ei ota vastaan mun numeroa, tuuttaa varattua. Viestit menee perille. He voivat soittaa ja viestiä minulle, #elisa Tarvitsen apua, he tarvitsevat apua. #korona
1250807598309347328	0	Tein varmasti henkilökohtasen ennätykseni lääkärireissulla haukkumisessa. Ihan haukuin koko reissun lähes taukoamatta 💪🏼Yritin myös mamman syliin turvaan. Silmätulehdus ja allergista ihottumaa iholla plakkarissa. Eteenpäin!
1250078904183861249	0	Presidentti Sauli Niinistö kertoi Suomen suojavarusteiden puutteesta presidentti Xille – Nyt Kiina lupaa apua https://t.co/KMKYlR0qsb
1246833683618828291	0	Tulisiko sairastaneet sitten luovuttamaan verta? Suomalainen ohjeistus on että lievän flunssan jälkeen voi oireettoman päivän jälkeen luovuttaa, paha flunssa tai influenssa puolestana antaa kahden viikon varoajan.
1250606073481957376	0	Ollaan vielä vähän aikaa kotona. https://t.co/AdaCM67UIG
1246479113151545345	1	... ja takas saikulle, kun kuvittelin et "ei mul enää mitää oo" ja töistä sain palkaksi pahentuneet oireet. En oo ikin ollu näin epämääräsen kipee, oireet tosi on/off ja hitaasti etenevät. Ehkä mul onki korona
1246550486901284864	1	@nazzeus Mulla kans joku sitkeä pikku flunssa. Ei kuumetta, mutta hengityksessä tuntuu. Vähän puolikuntoinen olo jo toista viikkoa😡
1245272205883293696	0	@juhasipila Oletteko samaa mieltä? https://t.co/60fqpjESV8
1250112243133493254	0	12 h etäpäivä paketissa, loppu 4 h kahta työtä päällekäin. Ja silti ihan fresh olo, kiitos mielenkiintoisten asioiden ja innostavien ihmisten. Mutta unohdinko jotain? #tehokasta #etätyö #korona
1248506440668545024	0	#koronafi - kiitos #finnjävel maistuvasta ateriasta. Pöhinä ravintolassa oli kovaa. Jaksamista - tästä selvitään 😎 https://t.co/uZ6MniipYM
1246574901819068421	0	Apua, tulipa valvottua 🤭 Nyt yritetään sitä unta.
1251029410548862976	0	Korona-aika on sekoittanut näemmä myös unimaailman. Olen nyt ollut koko yön myöhässä koulutunnilta, liikkavaatteet kotona ja ope huutaa mulle ettei huopikkaissa saa tulla luokkaan 🤷‍♀️
1246493019215482882	0	@LauraEmiliaIt Olen kotona enimmäkseen. Välillä on pakko päästä ulos kävelemään. Töissä täytyy käydä, mutta pyrin mennä omalla autolla töihin. Kaupassa käyn pari kertaa viikossa. Kavereiden kanssa juttelen pleikan kautta tai laitan viestiä puhelimella.
1251000741378035716	0	Sain kuin sainkin vihdoin lennon Suomeen. Koti kutsuu sittenkin! #ulkosuomalaiset #korona
1245364096356298753	0	Piti matkustaa ensi viikonloppuna Ruotsiin sukulaisen synttäreille. Hämmentävää kyllä hän aikoo edelleen pitää juhlat, koska kutsulistalla on n. 40 ihmistä (eli alle 50 rajan). Toivotti minutkin yhä tervetulleeksi. Nykytilanteessa tuntuu jotenkin käsittämättömältä. #koronafi
1251031691440898048	1	@HytonenAila Ei mullakaan kuumetta ole ollut kuin parina päivänä
1248503641297711106	0	Juuri nyt: Pirkanmaalla on vahvistettu yksi uusi koronavirustartunta. #koronavirus #Pirkanmaa @Tays_sairaala https://t.co/84aqhNLuGh
1248482611401375744	0	Moni haluaa selvittää ilman lääkäriä, olivatko oireet koronaa: Helsinkiläisapteekki tarjosi tähän ratkaisun – sitten tapahtui yllätyskäänne https://t.co/cTvzybBLTM lähteestä @MTVUutiset
1246696845440692224	1	@dreameww Mulla on hyvin paljon samat fiilikset. Pienikin flunssa saa aina aikaan viikkoja kestävän hirveän yskän yms. oireet. Just on takana 40 päivää yskimistä...
1246414996927664130	1	@iamAntero @lasleh Minulla purettiin eristys 27.3. Miehelläni 1.4. Mieheni on sairauslomalla vielä 2 vkoa. Ei pysty liikkumaan vielä kuin lyhyitä kävelyjä. Minä olen ollut töissä ja ihmisten parissa normaalisti 2.4. alkaen. Ei enää oireita ja työmatkapyöräily onnistuu normaalisti.
1246759857652457473	0	@SirkkaVainio Mulla on kerran (muistaakseni) ollu tuo sama. Aivan kamalaa.. hiki kylmä hiki päässä...yritä jaksaa..*halit sulle
1249953621741113344	0	Viides viikko kotona alkaa. Tulisin hulluksi ilman näitä. Minkä asian puute saisi sinut sekoamaan? #koronafi #liikunta https://t.co/gFywmO6qrw
1249963746417692674	0	Nyt ei mee ihan putkeen. Vauva ottikin sellaset 30min tehopäikkärit enkä mä ehtiny edes nukahtaa 😭 Nyt sit odotellaan seuraavia unia. #vauvahommat #väsymys #päiväunienodottelupäivä
1249295893678952449	0	Mietin juuri eilen oliko minulla muitakin housuja legginsien ja kuorihousujen lisäksi. Kuukauden verran olen pärjännyt hyvin näinkin. #etätyö #koronafi
1250817898370805762	0	Kotona, karanteenissa? 🤔 https://t.co/BX58LaxDR2
1247281854018879488	0	@tinyphantazma @SannaHellstrom porukan käsketään pysyä kotona eristettynä muista perheenjäsenistä ja olla yhteydessä, jos oireet pahenevat. Tämä on resurssipeliä, ihan suoraan sanottuna, niin julmalta kuin se kuulostaakin. Resurssit ovat rajalliset, mutta ainakin toistaiseksi kaikki pyritään hoitamaan. 2/2
1247793262804348928	0	Linköpingin yliopistosairaalan leikkausosaston kaikista 50 työntekijästä puolet osoittautui koronatestissä viruksen kantajiksi. Suurimmalla osalla heistä ei ollut lainkaan tai vain hyvin lieviä oireita. https://t.co/XYhWPiV7eN
1250772686277574656	0	Hyvää oirekuvausta. Tällaista olen kuullut muualtakin. Näille selvät Koronaoireet + negatiivinen PCR-testi potilaille pitää saada joku selvä toimintamalli. Lisätäänkö serologinen testi vai yritetäänkö PCR-testiä muista kuin nenänielunäytteistä? Mielipiteitä? @lettipitko @lasleh
1250695882133159937	1	@KoomikkoKivi Toisen mökkiviikon perjantai... "Perkele - kaljat loppu ja sauna lämpenee. Pitääpä huristaa tuonne lähiasemalle." Myyjä *köh*. keskiviikkona nousee kuume, eikä uskalla lähteä ajamaan kotiin. To hengityksen kanssa on ongelmia ja pitää soittaa piipaa...
1250828395468017664	0	Sukulainen laittoi lahden yli tämän. Voimia sinne. Ei oo helppoa teillä. Ei meilläkään. #stayhome https://t.co/0XbJjR2Cw1
1250643492268900353	0	Koronan oireet epäiltyä pahemmat.
