ID 	Annotation	Text
1249306668929880064	0	Nuo kaikki paranee Burana 9 mm, ei mitään sivuvaikutuksia, taattu parantuminen👍💀
1248668074724806656	1	@TarjaSaiha On se siihen nähden matala. Ootko lisännyt astmalääkkeitä? Noi arvot ei sinänsä kerro onko tulehdus vai ei. Jos meet tk:hon, pyydä maski. Heidän pitää se antaa.
1246566928791080962	0	8. kerta toden sanoi. Vihdoin kotona. Evakuointilento (RUH 》CDG) oli surkea...mutta kysyntä ja tarjonta HEL korona-vastaanotto oli vakuuttava - hyvä parannus mutta liian myöhään, CDG 》HEL lennolla 20 hlö joista 17 jatkoi lentämällä
1247095682290327558	0	@AKMartikka Huh, kun viime keikasta on jo aikaa, mutta karanteenissa olisi kaverina @mikkikauste eli Egotrippi. 🥰
1248125816455737350	0	Koira vinkuu portailla 6.29, menen katsomaan, ja kysyn siltä onko hätä.😔 Koira juoksee ovelle. Käymme pihalla, koira ripuloi ja oksentaa😣. Tullaan sisälle, ja nyt huomaan että eteisen matolla oksennus ja ripuli😣😣. Pesen maton. Menen nukkumaan, ei tuu uni😣😣😣 #huomenta
1248597763086000133	0	Outo ilmiö kotona: 1) Nukun päiväunet aamutöiden ja lounaan jälkeen, 2) nukahdin olkkarin sohvalle. Herään kolmen (ei enää kyselyikäisen) lapsen kysymyksiin: Nukutsä? Miks sä nukut? Eikö sun pitäis nukkua makkarissa? #pitkäperjantai ja aikaa myös päiväunille ja mua kaivataan 🙏🏻
1249616756144029696	0	@NyyperiSeO Mikä hätänä, työn raskaus, väsymys vai yleisahdistus? #jaxuhali
1247406828419526656	0	Tää oli hauska! Toivottavasti päästään pian taas normaaliin. #koronafi
1245801895182118914	0	@B4rtti70 Ostin ihan sellasen peruspyörän. Ei mikään ihmeellinen. Asfaltilla kiitää. Lähinnä mennyt hermo poikittaisliikenteen toimimattomuuteen tällä kehä I -tasolla. Olen pyörällä kotona kun bussi vasta tulisi Kannelmäkeen illalla la-su.
1245901144846721032	0	@LeenaViikari Et ole. Varmaan alkaa pikkuhiljaa uutuudenviehätys kotona olemisesta karista, ja täytyis sopeutua. On kiva, että tästäkin puhutaan. Mulla oli tällä viikolla yks tosi vaikea päivä kans.
1246369784649973768	0	@RossiTimo @Pouhou @numskis Hyvä! Olin hiukan huolissani jo, muista sitten kertoa kaikki oireet ja varsinkin kirjoitusvaikeudet.
1245971662299938817	0	Pidän tänään vuosilomapäivän. Ajattelin, että olisi vaihtelun vuoksi kiva olla vaikka verkkareissa kotona, ehkä tehdä kävelylenkki luonnossa ja myöhemmin päivällä käydä tekemässä kolmen talouden ruokaostokset. 🤔 https://t.co/YeH06gl6mO
