ID 	Annotation	Text
1245303113105453056	0	Miksei tämä koko #korona voisi olla vaan yksi helvetin huono aprillipila.
1245585361947865096	1	Torstai-iltana kerron koronaviruksen sairastamisesta @marjahintikka ja @Vappendaali @Maikkari klo 21.00 #korona #covid_19 #corona
1245479147138355207	0	@anttironkainen Tämä on tavallaan musiikkia korvilleni. @hsfi @KaiusNiemi ulisee, kum oma sairas liittovaltiohaave ei etene ja EU on romahduspisteessä.
1245594989343604736	0	Yksin kotona | Koronataistelussa on nyt asemasotavaihe https://t.co/hXozJWLqDM
1245612071464521729	0	Italia, ja nyt Suomi, ovat toistamassa samaa isoa virhettä kuin mitä Kiinassa tehtiin: laimean version sairastajat ovat kotikaranteenissa, jota kukaan ei valvo. Siellä tauti leviää. 5/x #koronavirusfi #korona #covid19fi #covid19finland #COVID2019 https://t.co/oigaFdYDH0
1245454755977199618	0	@JohanBlock1 #Masks4All toimii ja valtaosalle tartunta on vaaraton. Puolet ei edes huomaa oireita.
1245618734787522560	0	Käsi pystyyn, ketä kyrsii etäilyn vaatimien laitteiden lagaaminen? Muutama minuutti on vaihtunut muutamaksi tunniksi, toivottavasti ei päiviksi! Argh! #karanteeni #etätyö #korona https://t.co/zKpVdVLYFZ
1245340680517554177	0	Ratkaiseeko yksi geenimutaatio, ketkä sairastuvat koronavirukseen? Uutta: Tutkimus voi usein olla kilpailua toisten tutkijoiden kanssa. Tämä on nyt toisenlainen projekti. Egot on unohdettu, jaamme tietoa keskenämme ja teemme yhteistyötä, koska on kiire. https://t.co/3RQUaJj2Is
1245595404239908865	0	@HeliPauliina Dave Grohlin kanssa viettäisin aikaa karanteenissa. Veikkaisin, että ei tulisi tylsää hetkeä. #Karanteeni #FooFighters #Nirvana
1245300527891709953	0	Kerro HS:lle, onko sinulla koronavirukseen viittaavia oireita – Oiretutka-palvelu auttaa selvittämään, kuinka paljon Suomessa sairastetaan https://t.co/A9JDk2KzpV
1245308730679406592	0	Kokkolalainen apteekkari kehoittaa flunssaisia hoitamaan apteekkiasiat verkon kautta, mutta vain jos on luottotíedot kunnossa ja apteekkari tuntee asiakkaan. Kun eihän apteekki vuonna 2020 kykene käyttämään vahvaa tunnistamista verkkokaupassa. Kaikki muut tosin kykenee.
1245432539633848320	0	Humble Conquer Covid-19 -paketin sisältö on lähes 1000€:n arvoinen. Paketti maksaa vain 28€ 🔥 #humblestore @humble #COVID19 #koronavirus #StayHome #pysykotona https://t.co/aWKzIMPscW
1245413085931847680	0	@Saanaave Maskipakko ois naurettava muutenki. Mun mielestä jos kipee/yskivä hlö asioi ni henkilökunta saa pyytää poistuu jos ei onnistu yskiminen oikeaoppisesti. Märkä pierukonsertto ei ole hyväksyttävää kaupassa, miksi köhiminen ilmaan olisi? Naurettavaa pakottaa kaikki maskeihin siksi.
1245333944939184128	0	Covid-19 sairastumiseen liittyy lisääntynyt verisuonitukosten riski #laskimotusko #keuhkoveritulppa #koronakriisi
1245493603369172994	0	Apteekki on turvallinen paikka ja sinulla on aina oikeus kahdenkeskiseen keskusteluun apteekkilaisten kanssa ❤
1245389597816823811	0	Maaottelu se saatiin tästäkin aikaiseksi #korona
1245354156166008833	?	@ItsAqee @UmarRishan Ashrifa vaa?? Mizna va?? Nafla vaa?? Munshifa va?? Sazna vaa??? Amra vaa?? Rifka vaa?? Ijasa vaa?? Mufeesa vaa?? Azha vaa?? Ifra vaa?? Shamha vaa?? Shifna vaa?? Nuha vaa??? Yaaren da @UmarRishan ????
1245443923159535616	0	@HeliPauliina Olen viettänyt viimeiset 14 pv karanteenissa Pascal Mercierin uusimman romaanin „Das Gewicht der Worte“ Simon Leylandin kanssa. Sujunut hyvin, hän on kääntäjä, setänsä oli itämaisten kielten proffa SOASissa :). Ei ikävää hetkeä, keskustellaan Maltan kielestä :)
1245270779664662529	0	Jatkuu vielä useamman kuukauden. Jaksaa jaksaa 👍🥴#karanteeni #koronakriisi #kevät #kesä
1245614527921532929	0	#Mielenterveys-kuntoutujien tukiverkkoihin #koronakriisi iskee kovaa. Ihmiset eivät saa tarvitsemaansa hoitoa, tilanteen kesto ahdistaa ja syksyllä odottaa pahat ruuhkat. #masennus #ahdistus https://t.co/AdCbnRyiiw
1245427755426230275	0	#Koronakriisi vaikeuttaa myös päihderiippuvaisten asemaa, kun AA-kokouksia ei ole. "Riikonen ei ole niinkään huolissaan toipuvien alkoholistien tukitoiminnasta. Häntä huolestuttavat ne, jotka haluaisivat laittaa korkin kiinni ja tarvitsevat nyt apua." https://t.co/USvcDAXY2l
1245296117648166912	0	Poikkeusolot haastavat liikkumistottumuksia. Liiku luonnossa, tee pihatöitä tai jumppaa kotona. Lue lisää tiedotteestamme: https://t.co/yZRlj8eTfN #korona #koronafi #liikkumattomuus #toimintakyky #selkäkipu #selkäkanava https://t.co/m0FDifLdBo
