1248962097943322624	Kahtena päivänä särkeny päätä ja vähän kipee olo. Kuumetta ei oo mut vilun tunnetta ja aamulla tukkosuutta. Jännittää tällaisena aikana vähä enemmän tällanen
1245901865415577601	41-vuotias raiskasi Snapchatissa tapaamansa 15-vuotiaan tytön tämän kotona – mies jäi kiinni lentokentältä https://t.co/JnvM3XZBhy https://t.co/b1SISG832o
1245718497000374279	Kesäloma alkoi, päivä, viikonloppu ja toinen päivä, jes. Mis mun uikkarit mahtaa olla, no löytys, mut ei mahdu enää, mitä tehtävissä... #kesäloma #koronavirus
1248173356991614976	@MKorpimo Hei, taudin todellisesta esiintyvyydestä saadaan parempi kuva tutkimalla vasta-aineiden esiintyvyyttä väestössä. Näitä tutkimuksia on nyt käynnistetty ja ensimmäisiä tuloksia saadaan lähiviikkoina. #koronavirus
1248992695915347968	Parin kuukauden painonpudotus takana ja nyt jo tuntuu että kaikki tulee tässä pitkässä viikonlopussa takas. Kova tahti. #pääsiäinen #stayhome
1245662324050071552	@OsmoSoininvaara Itsellä oli mitä suuremmalla todennäköisyydellä. Paranin viikko sitten. Ei varmistettu koska olen alimmassa kastissa ja terveysasema käski kärsimään kotona. Tympeä elää epätiedossa.
1251038537396424704	@marjl111 @kristiinainen @MinaCorvinus Miulla on ensin perus-näköhäiriöt, sit yltyvä toispuoleinen päänsärky ja lopuksi huono olo ja oksennus vähintään kerran. (Noin siis silloin kun tilanne menee pahaksi.)😕
1248959455129149446	Valtava kipu jaloissa(sääret) jälleen sunnuntaina tuleva matalapaine tekee taas tilanteen tälläiseksi ,onko muilla vastaava että särky/kipu yltyy sään mukana #kipu #särky #sää
1250366172819795970	Täältä viimeisimpiä kuulumisiani etäopiskelun parista 🤗
1251074427221131264	unohin mitä tää lihaskipu on kun alotat treenaan kunnolla. taidan voidella mun yläkropan icepowerilla 😂😂
1250722764606111747	@Pakuja @TomimPAAN @THLorg Eilenhän sanottiin että nyt saa/pitää mennä testiin jos on pieniäkin oireita
1247231256460394497	nyt ei oo hyvä aika sille ettei oo hoitokontaktia yritin soittaa kriisipuhelimeen mutta en saa sanottua mitään koska mua ahdistaa niin paljon
1247252690939281409	Britannian pääministeri tehohoitoon #koronavirus takia https://t.co/oTmHa0pgix
1246109393508356097	@jpaulamaki Kiitos, kun jaoit kokemuksesi. ❤️ Rankkoja juttuja - ei ole ihme, että olet rikki. Erityisesti se, ettet ole saanut apua työterveydestä, tuntuu pahalta ja käsittämättömältä. Toivon, että jonain päivänä saat sirpaleet kerättyä ja laitettua ne uuteen, parempaan järjestykseen! 💪
1251033793667969026	Muistetaan noudattaa ohjeita jatkossakin! Niin voimme pelastaa ihmishenkiä. #Oulu #korona
1246485625630593025	Pertti Paasio oli ihminen, joka huokui lämpöä ja inhimillisyyttä. Hänen uskonsa kehitykseen ja ihmiseen oli ehtymätöntä. Suurmies on poissa. Syvimmät osanottoni Pertti Paasion perheelle ja läheisille.
1245670661617582088	@saaristolainen burana laskee kuumetta jos alkaa ihan korkeella huidella, paljon nesteitä, ja sitä ruokaakin on sitte energiaa sairastaa, parane pian.
1247125835422760962	Neurologilta ei tullut ikävää tuomiota. Magneettikuvaus tai seuranta, mutta oireet saattavat olla ikään liittyviä tai jopa seuraavaan asian aiheuttamia. Ei epäillyt vahvasti varsinaista aivoissa aivoinfarktia tms. Ei tietenkään antanut diagnoosia, mutta suostui kertomaan-
1248222666013753347	@sudenluu ...... apua mä luin just tosta itseni ...... :__D nimimerkillä Palautan Tehtävät 4vko Ennen Dedistä
1248179816815308802	Docventuresin @TunnaMilonoff avautui: Äiti sairastui koronaan ja joutui teholle – ”Se pelko oli järjetön” #docventures #korona #koronavirus #koronakriisi https://t.co/rD1thFdRXj
1251094118677262336	@minnajkoskinen @liandersson Sain opelta viestin, ei voi pitää etäopetusta, hänellä on kaksi tasperoa kotona joten opetus on vaikeaa poikani tunnin aikana. Kirjoitti wilmaan. Soitin rehtorille. Oli hyvä keskustelu. Odotan muutosta.
1250005123591540736	Olen alkanut ajatella aikaa viikoissa. Kotieristystä ja liikkumisrajoituksia jäljellä kolme viikkoa, takana viisi. 5/8. Voiton puolella! #koronavirus #italia
1247970426673926144	Ei voi muuta kuin ihailla @MarinSanna toimintaa. Päivästä toiseen, kellonajasta huolimatta hän pysyy rauhallisena ja vakaana kaiken tämän keskellä. Ei ole helppo paikka. Tsemppiä ja jaksamista! #korona
1246499578502885378	Tunnetut poliitikot muistelevat Pertti Paasiota: ”Ihminen, joka huokui lämpöä ja inhimillisyyttä” – pääministeri esitti osanottonsa https://t.co/3DlBfyUveM
1246540461726146560	@2078_Conny Huomennaki pitää mennä, koska apteekki.
1250802488929857536	@timoheinonen @kokoomus Otetaanpa hypoteettinen esimerkki 16.4. joku yskäisee päälleni Prismassa ja saan koronavirustartunnan Viruksen itämisaika on jopa 14 vuorokautta. Oletetaan että saan ensimmäiset oireet kuuden päivän päästä, siis 22.4. ja silloin myös testin on mahdollista olle positiivinen. 1/2
1247929166017806336	Oikein lämpimät onnitteluni Leila !!
1247532969398382593	Katosi Pohjois-Karjalan keskussairaalasta – poliisi pyytää apua Pentti Heiskasen löytämiseksi https://t.co/YFx6PxZCw4
1249364567676903427	@RossiTimo @AhlbergMikko hei tää on neljäs kerta kun sairastan tätä, ei mulla oo vielä edes kuumetta 😀 veikkaisin että CRP on vielä heittämällä alle sadassa
1246112659658944514	Jestas. Kriisin takia lopetin tupakan ja nyt keuhkoihin vasta sattuukin. Nyt jo vähän epäilyttää että oliko negatiivinen korona-tulos tosiaan negatiivinen #koronafi
1248184088839716865	Siis mitä ihmettä nyt?
1247422919720009728	@MattilaKarita @nytimes Huomentapa huomenta ja kiitos kun lähetit lämpöä tänne. Näin kerron, kuten lupasin😎☀️
1246337640183541761	Aamutoimissa kotona leposyke 45, mikä on ihan normaali minulle. Kertoo, että en ole erityisen väsynyt. Keholle olisi hyväksi rasittaa. Haasteena valitettavasti polveni kipeys.
1246845316185362433	Onko nuha koronan oire, mitä rään väri kertoo terveydestä? Lääkäri vastaa 8 kysymykseen nuhasta ja räästä https://t.co/AnYN7KmsWV
1248874065152159744	Vuoden pahin räkäflunssa iski. Jännästi flunssaa pukkaa silloinkin, kun ollaan kotona 24/7 #niiskuti #koronaarki
1249365948512993280	@RossiTimo @AhlbergMikko mä en ole koskaan selvinnyt acutasta ulos alle neljään tuntiin. yleensä mennyt vähintään se viis. nyt jos söisin ja pakkaisin kamat ja lähtisin, oisin kotona puolenyön jälkeen. akuuttiajanvaraus aukeaa seittemältä ja pääsen hyvällä säkällä lääkärille heti kaheksalta.
1248559224646512640	Hygienisiä hengityssuojia.
1246814605164392448	@JPekko @leino_s @Kampiapina Syksyllä otin mukaan lenkille mutten laittanut jostain syystä jo kotona jalkaan. Aiemmin oli satanut joten sukat märkänä jo 5km jälkeen ja loput 55km meni palellen
1247828334647615488	Muutenki stressaa ja ahistaa hieman niin tämmönen pieni asia oikeesti katkasee kamelinselän, pää hajoo🙃🙃 koitan nyt rauhottuu kun mitään hätää ei oo. Äsken kuulin ku posti tuli ja hyppäsin ylös täristen, kivat fyysiset oireet taas yhtäkkisistä ärsykkeistä
1246899157446647812	UK pääministeri Boris Johnson on viety sairaalaan! #koronavirusfi #koronasuomi #Corona #covid19finland #COVID19FI https://t.co/zDLG4sgfE9
1247954017663287296	@AlpoRivinoja @MarinSanna Puolitoista viikkoa. Viikko Pääsiäissunnuntaista. Kuulostaa aika nopealta. Ehtiikö tilanne parantua tarpeeksi?
1247552375684042753	"Keuhkot eivät ole enää entisellään" https://t.co/mVwZ5e2UUF
1248927513478344704	Kävin Prismassa, niin kyllä oli väkeä tungokseen asti. 🤔 #korona
1247367557927051264	Voihan 😢 #pöpöpesä Infektioylilääkäri: Lapin matkailun kausityöläinen, mene koronatestiin jos sinulla on oireita https://t.co/NdDrRWbatV
1245767563377770497	Niin kätevää. Tänäänkin oon säästänyt baari-illan lisäksi lennot Pariisiin ja Dubliniin. #pelkkääsäästöä #kotona https://t.co/szNgJbBTC4
1249398929856266245	Pelikortit ja #pasianssi. Jokohan tämä kotona oleminen alkaisi kohta riittää. 😂
1248273114028544004	Kotihoito diagnosoi isoisälläni ruusun, valokuvaa ja ottaa oireet ylös. Sairaalan lääkäri vaatii siitä huolimatta potilaan paikalle. - kyyti - sairaala - kyyti takaisin Samassa hoitokodissa kymmeniä asukkaita. Näkeekö joku muu tässä ongelman?
1247496798912090114	Ruotsissa on tähän mennessä kuollut koronaviruksen aiheuttamaan tautiin yhteensä 591 ihmistä. Eilisen jälkeen kuolleiden määrä on kasvanut 114 ihmisellä. #korona
1250081671149486086	@karranto @JukkaSuominen1 Meilläkin Seutulassa taitaa olla yli 20 miljoonaa matkustajaa vuodessa ja iso osa nimenomaan Kiinasta. He kuitenkin jatkavat samantien eteenpäin. Wuhanista ei meille ole suoraa. Työhuonekaveri kävi kotona ja tuli sieltä vaihdolla 13.1. 😎😎
1245758802672091137	@paivisiljamaki Joo, siellä saattaa pahin olla vasta edessä. Ihmeen lepsusti siellä on toimittu. Toivottavasti läheisesi pysyvät terveinä. Ovatko oma-aloitteisesti pysytelleet kotona?
1246327824312668160	Kolme vanhusta kuollut hoivakodissa Ylä-Savossa, tartuntoja myös muissa hoivakodeissa – Professori: Nyt tarvitaan uusia linjauksia https://t.co/3wKmU0vO8t #koronafi Onneksi oireettomat voi jättää testaamatta...
1246147614199943168	Silmien kipeys ja vuotaminen pitäisi lisätä koronan #oirekuvaan, yllättävän moni mainitsee sen oireeksi. HUS:n infektiolääkärin mukaan silmäoireet eivät ole koronan tyypillisin oire. #korona #oireet #hus #askojärvinen https://t.co/GwKNopaeSw
1246846126743044101	@NikoNiinivirta Onko Juhani Tammisen flunssa muuten tamiflu?
1247824376596135938	innolla odotan mitä seuraavat päivät tuo tullessaan :) ja käyn sentään töissä et en oo koko ajan kotona ja silti hajoilen
1247616584866246656	Kuumepv nro 20 kohta takana. Tänään 2.kerta pandemiapolilla pyörähtämässä (oma työterveyshuolto ei ota P-H vastaan hengitystieinfektiopotilaita). Testaamatta jälleen kotiin, aamuinen hengenahdistus ei päällä ja kuume laskenut (kuumetta alentavista johtuen) #koronafi #koronasuomi
1246054616191700998	Hei kaveri kyselee apua ! Autatteko ? Tarvii Riihimäen ympäristöstä asuntoa nyt toukokuusta alkaen pitemmäksi aikaa - tilava yksiö / kaksio 🙏✨
1251012550684278784	@PasanenTiina Huomenta. Tänään ollaan töissä, sitten käytetään oma auto huollossa ja mennään kaupan kautta kotiin. Kotona aattelin tehdä kalaa ja jälkkäriksi hedelmäsalaattia. Alkuillasta lenkille. Mitäs pandan päivään?
1245689993663840256	Naapurissa olevassa siivousliikkeessä oli ikkunassa käsidesipulloja n. puoli litrasia 10 € pullo. Minulla on kyllä kotona apteekin haavadesiä eikö se aja saman asian? #koronavirus
1249804821626064899	@Hellapoliisi Vahva veikkaus että sen kärsin... Ja siitä lopun ikää kärsin... Alkoi influenssan tavoin.. pitkittyneenä.. muut oireet hiljaa poistui mutta ahdistus edelleen vaivaa. Tausta astma. Jo 6vko ahdistanut. 😐 Keuhkojen kyky lienee pysyvästi alentunut.
1251027128025526272	@HKivimaki Samoin mulla mutta ei kuumetta,ihan outoja oireita😬
1246527043795390464	Nurinkurista, mutta mieltä lämmittävää. Etäopetuksessa olen kuullut monen oppilaan iloista puheen pulputusta enemmän kuin neljän vuoden aikana luokkahuoneessa. Kuva- ja ääniviestit opelle ilman sosiaalista painetta ovat olleet timantteja. Hyvin me vedetään! #etäopetus #korona
1248732977317777408	24/7 kotona oleminen alkaa ottaa koville, lähettäkää apua
1250108705401643008	Sitten kun tämä korina on ohi, niin aion kyllä olla hetken kotona ihan hissukseen.
1250515041272713216	@MattiMuukkonen Kivaa olis päästä käymään kotona. Kuudetta viikkoa Klaipedassa
1247366675734958080	Vuokatissa asuva reisjärvinen hiihtäjä Anni Alakoski voittamassa koronaviruksen aiheuttamaa tautia – "Kyllä huomasi, että nyt on erilainen tauti iskenyt". #Korona https://t.co/OnyULeardg #keskipohjanmaa
1250543312076967941	Olen pahoillani koska olen tarpeettomasti negatiivinen ja tyly koska joku perkeleen haava sisälläni alkoi taas vuotaa enkä osaa olla lempeä tai aikuinen vaan mua masentaa ja ahdistaa koko tilanne tulin kauhean surulliseksi koska näen henkisen rajan välillämme
1246906636486291456	Olen turhankin hyvä siinä, etten osaa olla aloillani, vaan haalin vastuutehtäviä ja reissuja koska nyt vaan voin. Sitä tuntee elävänsä jos koko ajan on menossa. Miten vapauttavaa onkaan nyt ollut huomata vapaapäivien merkityksen eri valossa. Olen vaikka en mene. #StayHome #korona
1246484332828598274	@iMikkoJ @Libis781 @HraHankala @hjallisharkimo Oireita on se yskiminenki. Eli ei vuorokausi kuumeen laskettua, vaan vuorokausi KAIKKIEN oireiden lakattua. Eli jos ylös noustessa yskittää niin ei töihin, vaikka kuume olis ollu pois kolme viikkoakin. 🤷🏻‍♀️
1246116170316513280	@MaaritLeinonen @ErjaLaakso @KoskelaHenri Julkisella ei hengitystieinfektio-oireidensa kanssa pärjäävä ainakaan Helsingissä ole päässyt nyt samantapaisiin tavallisempienkaan tautien tutkimuksiin, kuin mitä lääkärikäyneillä muualla on mielestäni tavattu takavuosina tehdä: kurkku katsottu, keuhkot kuunneltu, otettu verikoe
1250008760745103360	@Ansamiina @everbleed Niin negatiivisia näytteitä piti sanoa... Oireet alkoi 13/14.3....
1247245928383250433	Britannian pääministeri Boris Johnson tehohoitoon #korona-oireiden pahentuessa, pääministerin tiedotus vahvisti. Vielä aamulla hän twiittasi, että tekee sairaalassa töitä.
1248246340515028992	@riinahko Hyi saaaatana!!! Pystyn jotenkin kuvittelemaan tämän, mulla meinaan oli koko viime kevään leukaluuhun saakka ulottuva tulehdus suussa viisaudenhampaan poiston jälkeen 🤢
1249603382446350336	@Dimmu141 Viime vuonna lopetin antihistamiinien syönnin marraskuusa, tänä vuonna aloitin helmikuussa, 29.2. mutta silti. Eli on oireita.
1247847987319058432	Ensin iski flunssa, sitten keuhkokuume ja lopuksi Jonna, 38, sairastui krooniseen väsymysoireyhtymään – nyt hän on 90-prosenttisesti vuodepotilas https://t.co/xHPfzX4EbN
1249659405802639361	@jekkukissa Höh 😔 unettomuuden aiheuttama sekavuus ja ahdistus siihen päälle on kyl yks ikävimpiä tiloja jossa olla. Toivottavasti alkais helpottaa pian 💙
1249970276865105920	Ahdistus ei helpota. Taitaa olla pakko jäädä saikulle. Jos tän päivän nyt sinnittelisin.
1245360858923970561	Löytyykö tekijöitä? #korona https://t.co/kusa8zRfQ1
1248918117406867456	@Nettimuori @ippaw Meillä ei kotona tehty ko soppaa, joten en itsekään sitä koskaan tehnyt. Nyt vasta tosin tajusin, että näin käynyt.
1247205187783217152	@jofistics Lepoa, lämpöä ja kissa. Paranemisia.
1246082650349035521	Syöpäsairas Janita Lukkarinen pääsi yöksi kotilomalle #msn #uutiset https://t.co/oBQjYIQdDq
1249421798606864392	Mutsi kertoi kaatuneensa kotona ja halusi välttämättä esitellä mustelmiaan. https://t.co/18ouAockxx
1248642636724011011	Mäntykoti Yli-Maarian hoivakodissa kahdella hoitajalla koronavirustartunta #korona #turku #hoivakodit #turunsanomat https://t.co/wMx52VDHZs
1248122080635293702	Nyt kun tulee oltua paljon kotona- taidan siivota! #loma ja leipoa. https://t.co/nODQnM4rgS
1248951180413276161	@koivula_ella Harrastukseni tänään: kodin siivous ja pyykkihuolto. En ole ehtinyt juuri harrastaa kuukauteen. Liikkuminen ja kirjojen lukeminen on jäänyt todella vähälle. Kanteletta en ole soittanut kuukauteen. #harrastukset #karanteeni #etätyö
1250414081439219715	@liandersson @helsinki @Vapaavuori miksi peruskoulussa ainakin Helsingissä video-opetusta on todella vähän. Hirveät määrät annetaan tehtäviä. Nyt esim. Kotona pitää muovailla geenieläin🤦🏼‍♀️onko järkeä? Haluan kunnon etäopetusta. Lapset 6 lk ja 7. Lk
1248587193360306177	Tänään tulee täyteen kuukausi siitä kun on käynyt toimistolla. Ohhoh. #etätyö #pysykotona
1246378248273121286	Suomessa 267 uutta varmistettua #Koronavirusfi-tartuntaa. Loistava uutinen. Ei se, että on uusia tartuntoja, vaan se, että nämä 267 eivät enää ole piilossa. https://t.co/Ek0TbX8Abc
1250696013913956352	@PolitiikkaTV @JenniG65103034 @ivanpuopolo Olen sairastanut useamman kerran kausi-infl:n ja minulla on ollut kuumettakin - 37,5. Jos korona ei eroa tästä, niin miksi minun on käsketty pysymään kotona? (Vastustuskykyni on ollut todella huono jo 20 v. ja olen tuplasti riskiryhmään kuuluva) Levitä tätä videota hallitukselle.
1248253116140728322	Tää ainakin tuntuu tutulta oireistolta ja olin tosi väsynyt tänä aamuna
1249930692701704193	@AnneHirvonen1 Suomi 24 mukaan oli tullut oireita allergiselle
1246062984222445571	@MarkonAstroqvat Joo, liika on aina liikaa! Aika harvoin keittelen päivällä kahvia, nyt oli vähän sellainen orastava pääkipu, että ajattelin lääkkeeksi, toki joskus muulloinkin🧐👍
1247896212595867653	@siirisalo Mulla kans molemmat, ässän opin, ärrää en, mut hui hai! Pojalla kans oli ärrä-vika, kotona tehtiin terapeutin tehtäviä ja mäkin sain pari päräytystä tulee ja jouduin paniikkiin, ärrävika kuuluu minuun.. Olen ylpeä siitä! Pystyy ranskaa puhuu paremmin! 💪😍
1247204553939918848	mun kaverit haluaa varmaan heittää mut roskiin tuntuu että ne vihaa mua ja apua https://t.co/PeqhZFcmF8
1248381625966030852	@the_jouni @kestinen @vhautaka Botuliinia suurempi ongelma voi olla esim. https://t.co/AzIfdi3Xtv Mutta jääkaappilämpötila on varmaan ihan hyvin voinut myös estää merkittävän mikrobikannan muodostumisen tmv. Kannattaa varmaan kuulostella vointia ja ottaa yhteyttä lekuriin, jos tulee jotakin oireita.
1247961055357214721	@dupsu No joo, mut pitäis olla muitakin oireita. Mua väsyttää aina siitepölyaikaan.
1246665086627983360	Juurikasvumonsteri tööttää hyvät huomenet kaikille! 🦆 Vajaa pari viikkoa tuli kipeiltyä (pientä lämpöä ja köhää) mut nyt on jo pari päivää ollut hyvä vointi. 🤗 • Root-Growth-Monster honks a good morning to everyone!… https://t.co/hVKPlDbB1w
1247781270769164292	Hurja matka, mutta kaunis maisema.
1246308575472955392	Eiiks o vittun kivaa olla koko vittun päivää kotona? 😢
1247447644286455808	Näin unta, jossa kättelin paljon ihmisiä ja se tuntui väärältä, mutten saanut unessa päähäni, että miksi. Kättelimme vakavina hiljaisuuden vallitessa. #korona
1249668221160116224	Suomessa on todettu 3 064 #COVID19 varmennettua tartuntaa (THL 13.4. klo 12). Kuolleita on 59 (13.4. klo 13.47). Sairaalahoidossa on 230 potilasta, joista 74 saa tehohohoitoa (THL 13.4. klo 13.47).
1245671622553583617	@HeliPauliina Karanteenissa @alexstubb kanssa, jonka elämänkerta kohta luettu. Vahva luotto, että hyvin selvitään. Voisimme keskustella vaikka jääkiekosta, vanhemmuudesta ja millaista oli olla suomalaisena 90-luvun jenkeissä.
1247100983144054789	-77 punkin suuruus Vibrators.
1245631521077071872	@HeliPauliina Olen karanteenissa Matti Sarenin kanssa!
1246714276661919745	Sunnuntaiaamun terävä reipas aamulenkki, 4 km juoksua. GPS-kelloa ei ollut mittaamassa vauhtia, mutta hyvä tuntomerkki oli, että keuhkoissa tuntui sopivasti! Nyt pojan pianonsoiton tunnille... https://t.co/1Ds0KQg8fa
1250764163674255360	En suosittele @terveystalo Olen työterveyden kautta asioinut aiemmin, täällä ovat terveystietoni. Negatiivinen koronatesti, ja pitkittynyt limainen yskä. Pitäisi kuulema ottaa pikatulehdusarvot ja kuunnella keuhkot. Nopee homma ja etenkin yksityisellä eiks je? LOL EI ⤵️
1250515383422943239	@JariTaponen @YrjoAho @enjoyingthewind Pahempi kuin myyräkuume? Sen aikoinaan sairastin ja oli elämäni karmein tauti. Onko korona pahempi?
1247472227592929282	@BorisJohnson 3 päivää ennen joutumista tehohoitoon video twitterissä ja sanoo että kuumetta vielä niin vielä eristäytyy muista. Salakavala tauti, jos iskee pitää levätä vaikka vointi helpottaisi välillä.
1250064726106791938	@MiaLaiho @sotaveteraanit @hblwebb @iltalehti_fi Todella ikävä uutinen, joka osoittaa, että #korona voi levitä varotoimenpiteistä huolimatta. Toivotaan, että sairastuneet selättävät tämänkin! Voimia kaikille: potilaille ja henkilökunnalle.
1247823737015148546	Brittimedia: Boris Johnsonin kuume laskenut – ”Ymmärtääkseni pääministerin tila on vakaa” https://t.co/SGEOMK5tXe
1249253129515909121	Sanoin aamulla että tänään ollaan koko päivä kotona. Niinpä #Muksu rakensi majan ja tilailee sinne nyt katkarapuleipiä, kaikilla mausteilla. Voi olla että päivästä tulee pidempi toiselle meistä. https://t.co/4Aa7xUSKRX
1246161180193849344	Tein iltapalaksi paahtoleipää. Siitä vähän kärvähtäneen leivän tuoksusta tul mieleen mummi ja het tul sellane tyyni ja turvallinen olo ❤. PS. Karanteeni ohi ja skidi vierellä. Paras juttu useampaan viikkoon! 😍
1245439587301961729	@ToniEronen Ranskan karanteeni kyseessä. 😅 Me asutaan nyt tää aika omassa talossa remontin keskellä, ja ruoanlaitossa apuna fonduepata. 😅 Mutta uuni toimii, joten pystyy lämmittämään ton ruoan (unohdan aina, että meillä on uuni 😆). Hella kuitenkin puuttuu. 🤣
1248481950488088576	Pääsiäisen kunniaksi kipaisin hakemassa 24-pack:n. Nyt pärjää taas muutaman päivän kotona. https://t.co/Bb0DeIHCNB
1249977745444085760	Koronapainajainen kaupassa. Stressimittari punaisella ennen kuin olen loppuvaiheessa. Rentoutan kehoa ja aivoja näpäyttäen Twitteriä, Silmille pongahtaa uutinen: Tsernobylin ympäristö palaa. Tuuli käy Suomeen päin. Sytytän kynttilän 14 980 kuolleen muistoksi. Pääsiäinen -20.
1249959007231639552	@JappJari Mene lääkäriin. Kipulääkettä ja lihas relaxsanttia. Kohta on kaikki paikat kipeänä. Ranteen kipu voi olla jännetupentulehdut. Lasta käteen ja lepoa. Se kun pahenee kipu on sietämätön. Mene lääkäriin.
